Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Pride and Prejudice - S01E02 - Episode 2,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E02 - Episode 2.mkv,Pride and Prejudice (1995),.mkv,Matroska,,,1464.36,1.43,3185060,00:53:05,3856.74,3.857,,Lavf58.45.100,AVC,,,1280x720,1.778,,YUV,4:2:0,8.0,Progressive,Lavc58.91.100 h264_nvenc,,,,,,,,1,AAC,,2.0,,Yes,No,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2966,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Pride and Prejudice - S01E03 - Episode 3,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E03 - Episode 3.mp4,Pride and Prejudice (1995),.mp4,MPEG-4,Base Media / Version 2,mp42,1739.52,1.7,3153901,00:52:33,4626.7,4.627,,,AVC,4305.54,4.306,1280x720,1.778,23.976,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,AAC,317373.0,2.0,en,,,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2967,"[{'Codec': 'AAC', 'Bitrate (kbps)': 317373.0, 'Channels': 2, 'Language': 'en', 'Default': None, 'Forced': None}]",,,,,,,
Pride and Prejudice - S01E04 - Episode 4,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E04 - Episode 4.mkv,Pride and Prejudice (1995),.mkv,Matroska,,,1445.9,1.41,3114004,00:51:54,3895.01,3.895,,Lavf58.45.100,AVC,,,1280x720,1.778,,YUV,4:2:0,8.0,Progressive,Lavc58.91.100 h264_nvenc,,,,,,,,1,AAC,,2.0,,Yes,No,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2968,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Pride and Prejudice - S01E05 - Episode 5,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E05 - Episode 5.mkv,Pride and Prejudice (1995),.mkv,Matroska,,,1137.66,1.11,2920041,00:48:40,3268.23,3.268,,Lavf58.45.100,AVC,,,1280x720,1.778,,YUV,4:2:0,8.0,Progressive,Lavc58.91.100 h264_nvenc,,,,,,,,1,AAC,,2.0,,Yes,No,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2969,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Pride and Prejudice - S01E06 - Episode 6,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E06 - Episode 6.mkv,Pride and Prejudice (1995),.mkv,Matroska,,,1470.28,1.44,2993854,00:49:53,4119.63,4.12,,Lavf58.45.100,AVC,,,1280x720,1.778,,YUV,4:2:0,8.0,Progressive,Lavc58.91.100 h264_nvenc,,,,,,,,1,AAC,,2.0,,Yes,No,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2970,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
"Robin of Sherwood - S01E01 - Robin Hood and the Sorcerer, Part 1","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E01 - Robin Hood and the Sorcerer, Part 1.mp4",Season 01,.mp4,MPEG-4,Base Media,isom,1900.5,1.86,3112235,00:51:52,5122.55,5.123,,Lavf58.76.100,AVC,4982.78,4.983,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128626.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2971,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128626.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Robin of Sherwood - S01E02 - Robin Hood and the Sorcerer, Part 2","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E02 - Robin Hood and the Sorcerer, Part 2.mp4",Season 01,.mp4,MPEG-4,Base Media,isom,1919.02,1.87,3140800,00:52:20,5125.43,5.125,,Lavf58.76.100,AVC,4985.67,4.986,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128559.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2972,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128559.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S01E03 - The Witch of Elsdon,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E03 - The Witch of Elsdon.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1908.05,1.86,3120022,00:52:00,5130.06,5.13,,Lavf58.76.100,AVC,4990.43,4.99,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128389.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2973,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128389.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S01E04 - Seven Poor Knights from Acre,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E04 - Seven Poor Knights from Acre.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1859.66,1.82,3047040,00:50:47,5119.71,5.12,,Lavf58.76.100,AVC,4980.03,4.98,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128490.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2974,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128490.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S01E05 - Alan A Dale,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E05 - Alan A Dale.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1874.4,1.83,3074518,00:51:14,5114.17,5.114,,Lavf58.76.100,AVC,4974.53,4.975,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128391.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2975,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128391.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S01E06 - The King's Fool,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 01\Robin of Sherwood - S01E06 - The King's Fool.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1912.1,1.87,3130432,00:52:10,5123.84,5.124,,Lavf58.76.100,AVC,4984.11,4.984,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128493.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2976,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128493.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S02E07 - The Prophecy,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E07 - The Prophecy.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1931.94,1.89,3157312,00:52:37,5132.94,5.133,,Lavf58.76.100,AVC,4993.15,4.993,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128511.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2977,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128511.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S02E08 - The Children of Israel,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E08 - The Children of Israel.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1888.94,1.84,3089835,00:51:29,5128.3,5.128,,Lavf58.76.100,AVC,4988.53,4.989,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161 r3018 db0d417,,,,,,,,1,AAC,128505.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2978,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128505.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S02E09 - Lord of the Trees,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E09 - Lord of the Trees.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1902.8,1.86,3102272,00:51:42,5145.2,5.145,,Lavf58.76.100,AVC,5004.02,5.004,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,BT.709,BT.709,BT.709,,,1,AAC,132300.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2979,"[{'Codec': 'AAC', 'Bitrate (kbps)': 132300.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S02E10 - The Enchantment,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E10 - The Enchantment.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1896.72,1.85,3092480,00:51:32,5145.02,5.145,,Lavf58.76.100,AVC,5003.38,5.003,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,BT.709,BT.709,BT.709,,,1,AAC,132300.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2980,"[{'Codec': 'AAC', 'Bitrate (kbps)': 132300.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Robin of Sherwood - S02E11 - The Swords of Wayland, Part 1","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E11 - The Swords of Wayland, Part 1.mp4",Season 02,.mp4,MPEG-4,Base Media,isom,1876.08,1.83,3063062,00:51:03,5137.89,5.138,,Lavf58.76.100,AVC,4996.41,4.996,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,BT.709,BT.709,BT.709,,,1,AAC,132300.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2981,"[{'Codec': 'AAC', 'Bitrate (kbps)': 132300.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Robin of Sherwood - S02E12 - The Swords of Wayland, Part 2","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E12 - The Swords of Wayland, Part 2.mp4",Season 02,.mp4,MPEG-4,Base Media,isom,1935.44,1.89,3085078,00:51:25,5262.63,5.263,,Lavf58.76.100,AVC,4995.35,4.995,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,255897.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2982,"[{'Codec': 'AAC', 'Bitrate (kbps)': 255897.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S02E13 - The Greatest Enemy,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 02\Robin of Sherwood - S02E13 - The Greatest Enemy.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1943.23,1.9,3115030,00:51:55,5233.0,5.233,,Lavf58.76.100,AVC,4967.29,4.967,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,254326.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2983,"[{'Codec': 'AAC', 'Bitrate (kbps)': 254326.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Robin of Sherwood - S03E01 - Herne’s Son, Part 1","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 03\Robin of Sherwood - S03E01 - Herne’s Son, Part 1.mp4",Season 03,.mp4,MPEG-4,Base Media,isom,1774.4,1.73,2835030,00:47:15,5250.29,5.25,,Lavf58.76.100,AVC,4983.76,4.984,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,255114.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2984,"[{'Codec': 'AAC', 'Bitrate (kbps)': 255114.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Robin of Sherwood - S03E02 - Herne’s Son, Part 2","\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 03\Robin of Sherwood - S03E02 - Herne’s Son, Part 2.mp4",Season 03,.mp4,MPEG-4,Base Media,isom,1943.07,1.9,3103040,00:51:43,5252.81,5.253,,Lavf58.76.100,AVC,4985.69,4.986,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,255723.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2985,"[{'Codec': 'AAC', 'Bitrate (kbps)': 255723.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S03E03 - The Power of Albion,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 03\Robin of Sherwood - S03E03 - The Power of Albion.mp4,Season 03,.mp4,MPEG-4,Base Media,isom,1881.61,1.84,3000022,00:50:00,5261.31,5.261,,Lavf58.76.100,AVC,4994.07,4.994,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,255793.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2986,"[{'Codec': 'AAC', 'Bitrate (kbps)': 255793.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S03E04 - The Inheritance,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 03\Robin of Sherwood - S03E04 - The Inheritance.mp4,Season 03,.mp4,MPEG-4,Base Media,isom,1898.87,1.85,3030038,00:50:30,5256.99,5.257,,Lavf58.76.100,AVC,4989.24,4.989,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,256373.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2987,"[{'Codec': 'AAC', 'Bitrate (kbps)': 256373.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Robin of Sherwood - S03E06 - The Sheriff of Nottingham,\\192.168.50.135\Nowy1\MEDIA\Series\Robin of Sherwood (1984-1986)\Season 03\Robin of Sherwood - S03E06 - The Sheriff of Nottingham.mp4,Season 03,.mp4,MPEG-4,Base Media,isom,1882.65,1.84,3001067,00:50:01,5262.4,5.262,,Lavf58.76.100,AVC,4994.5,4.994,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3094 bfc87b7,,Full,,,BT.709,,,1,AAC,256477.0,2.0,en,Yes,,,,,,Series,,,,,,,,,,,,,2988,"[{'Codec': 'AAC', 'Bitrate (kbps)': 256477.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Seinfeld - S01E01 - The Seinfeld Chronicles,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 01\Seinfeld - S01E01 - The Seinfeld Chronicles.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,927.84,0.91,1395872,00:23:15,5575.94,5.576,,Lavf58.76.100,AVC,4678.16,4.678,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2989,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S01E02 - The Stake Out,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 01\Seinfeld - S01E02 - The Stake Out.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1043.55,1.02,1389728,00:23:09,6299.02,6.299,,Lavf58.76.100,AVC,5401.34,5.401,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2990,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S01E03 - The Robbery,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 01\Seinfeld - S01E03 - The Robbery.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,934.01,0.91,1391648,00:23:11,5630.03,5.63,,Lavf58.76.100,AVC,4732.64,4.733,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2991,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S01E04 - Male Unbonding,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 01\Seinfeld - S01E04 - Male Unbonding.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1055.83,1.03,1391648,00:23:11,6364.34,6.364,,Lavf58.76.100,AVC,5468.08,5.468,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2992,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S01E05 - The Stock Tip,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 01\Seinfeld - S01E05 - The Stock Tip.mp4,Season 01,.mp4,MPEG-4,Base Media,isom,1066.72,1.04,1387808,00:23:07,6447.81,6.448,,Lavf58.76.100,AVC,5546.3,5.546,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2993,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S02E01 - The Ex-Girlfriend,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 02\Seinfeld - S02E01 - The Ex-Girlfriend.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,974.49,0.95,1387808,00:23:07,5890.34,5.89,,Lavf58.76.100,AVC,4993.48,4.993,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2994,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S02E02 - The Pony Remark,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 02\Seinfeld - S02E02 - The Pony Remark.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1006.24,0.98,1389728,00:23:09,6073.8,6.074,,Lavf58.76.100,AVC,5176.58,5.177,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2995,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S02E03 - The Jacket,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 02\Seinfeld - S02E03 - The Jacket.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,997.0,0.97,1389728,00:23:09,6018.01,6.018,,Lavf58.76.100,AVC,5117.53,5.118,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2996,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
Seinfeld - S02E04 - The Phone Message,\\192.168.50.135\Nowy1\MEDIA\Series\Seinfeld (1989-1997)\Season 02\Seinfeld - S02E04 - The Phone Message.mp4,Season 02,.mp4,MPEG-4,Base Media,isom,1041.17,1.02,1387808,00:23:07,6293.38,6.293,,Lavf58.76.100,AVC,5398.68,5.399,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 148 r2724 dbe0335,,,,,,,,3,E-AC-3,128000.0,2.0,de,Yes,,"de, en, pl",,,,Series,E-AC-3,640000.0,6.0,en,Yes,,E-AC-3,128000.0,2.0,pl,Yes,,2997,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}, {'Codec': 'E-AC-3', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]","['de', 'en', 'pl']",,,,,,
