Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Poirot - S07E02 - Lord Edgware Dies,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 07\Poirot - S07E02 - Lord Edgware Dies.mkv,Season 07,.mkv,Matroska,,,3381.68,3.3,6278208,01:44:38,4518.42,4.518,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3983.11,3.983,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2935,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S08E01 - Evil Under the Sun,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 08\Poirot - S08E01 - Evil Under the Sun.mkv,Season 08,.mkv,Matroska,,,3359.28,3.28,6251648,01:44:11,4507.56,4.508,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3974.33,3.974,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2936,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S08E02 - Murder in Mesopotamia,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 08\Poirot - S08E02 - Murder in Mesopotamia.mkv,Season 08,.mkv,Matroska,,,3371.04,3.29,6254528,01:44:14,4521.26,4.521,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3990.65,3.991,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2937,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S09E01 - Five Little Pigs,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 09\Poirot - S09E01 - Five Little Pigs.mkv,Season 09,.mkv,Matroska,,,3179.25,3.1,5898893,01:38:18,4521.1,4.521,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3989.82,3.99,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2938,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S09E02 - Sad Cypress,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 09\Poirot - S09E02 - Sad Cypress.mkv,Season 09,.mkv,Matroska,,,3185.87,3.11,5901104,01:38:21,4528.82,4.529,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3997.95,3.998,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2939,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S09E03 - Death on the Nile,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 09\Poirot - S09E03 - Death on the Nile.mkv,Season 09,.mkv,Matroska,,,3318.17,3.24,6159862,01:42:39,4518.74,4.519,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3986.11,3.986,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2940,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S09E04 - The Hollow,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 09\Poirot - S09E04 - The Hollow.mkv,Season 09,.mkv,Matroska,,,3179.79,3.11,5897058,01:38:17,4523.27,4.523,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3994.57,3.995,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2941,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S10E01 - The Mystery of the Blue Train,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 10\Poirot - S10E01 - The Mystery of the Blue Train.mkv,Season 10,.mkv,Matroska,,,3204.85,3.13,5952113,01:39:12,4516.75,4.517,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3988.29,3.988,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2942,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S10E02 - Cards on the Table,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 10\Poirot - S10E02 - Cards on the Table.mkv,Season 10,.mkv,Matroska,,,3157.07,3.08,5860021,01:37:40,4519.34,4.519,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3986.81,3.987,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2943,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S10E03 - After the Funeral,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 10\Poirot - S10E03 - After the Funeral.mkv,Season 10,.mkv,Matroska,,,3178.09,3.1,5892804,01:38:12,4524.12,4.524,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3991.77,3.992,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2944,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S10E04 - Taken at the Flood,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 10\Poirot - S10E04 - Taken at the Flood.mkv,Season 10,.mkv,Matroska,,,3192.34,3.12,5922917,01:38:42,4521.3,4.521,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3991.23,3.991,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2945,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S11E01 - Mrs McGinty's Dead,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 11\Poirot - S11E01 - Mrs McGinty's Dead.mkv,Season 11,.mkv,Matroska,,,3146.26,3.07,5849568,01:37:29,4511.91,4.512,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3979.77,3.98,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2946,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S11E02 - Cat Among the Pigeons,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 11\Poirot - S11E02 - Cat Among the Pigeons.mkv,Season 11,.mkv,Matroska,,,3135.68,3.06,5834829,01:37:14,4508.1,4.508,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3977.3,3.977,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2947,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S11E03 - Third Girl,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 11\Poirot - S11E03 - Third Girl.mkv,Season 11,.mkv,Matroska,,,3154.25,3.08,5848864,01:37:28,4523.92,4.524,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3991.53,3.992,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2948,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S11E04 - Appointment with Death,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 11\Poirot - S11E04 - Appointment with Death.mkv,Season 11,.mkv,Matroska,,,3140.55,3.07,5849856,01:37:29,4503.5,4.504,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3975.3,3.975,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2949,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S12E01 - Three Act Tragedy,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 12\Poirot - S12E01 - Three Act Tragedy.mkv,Season 12,.mkv,Matroska,,,3000.45,2.93,5561765,01:32:41,4525.47,4.525,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3991.86,3.992,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2950,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S12E02 - Halloween Party,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 12\Poirot - S12E02 - Halloween Party.mkv,Season 12,.mkv,Matroska,,,2990.23,2.92,5550754,01:32:30,4519.01,4.519,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3984.11,3.984,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2951,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S12E03 - Murder in the Orient Express,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 12\Poirot - S12E03 - Murder in the Orient Express.mkv,Season 12,.mkv,Matroska,,,3000.55,2.93,5571008,01:32:51,4518.12,4.518,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4000.32,4.0,1920x1080,1.778,24.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2952,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S12E04 - The Clocks,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 12\Poirot - S12E04 - The Clocks.mkv,Season 12,.mkv,Matroska,,,3000.57,2.93,5569773,01:32:49,4519.15,4.519,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,3983.13,3.983,1920x1080,1.778,23.976,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2953,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S13E01 - Elephants Can Remember,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 13\Poirot - S13E01 - Elephants Can Remember.mkv,Season 13,.mkv,Matroska,,,2963.56,2.89,5324864,01:28:44,4668.69,4.669,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4150.43,4.15,1920x1080,1.778,25.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2954,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S13E02 - The Big Four,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 13\Poirot - S13E02 - The Big Four.mkv,Season 13,.mkv,Matroska,,,2926.3,2.86,5276544,01:27:56,4652.21,4.652,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4150.29,4.15,1920x1080,1.778,25.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2955,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S13E03 - Dead Man’s Folly,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 13\Poirot - S13E03 - Dead Man’s Folly.mkv,Season 13,.mkv,Matroska,,,2965.95,2.9,5320000,01:28:40,4676.72,4.677,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4148.87,4.149,1920x1080,1.778,25.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2956,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S13E04 - The Labours of Hercules,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 13\Poirot - S13E04 - The Labours of Hercules.mkv,Season 13,.mkv,Matroska,,,3025.94,2.96,5451552,01:30:51,4656.19,4.656,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4150.66,4.151,1920x1080,1.778,25.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2957,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Poirot - S13E05 - Curtain,\\192.168.50.135\Nowy1\MEDIA\Series\Poirot (1989-2013)\Season 13\Poirot - S13E05 - Curtain.mkv,Season 13,.mkv,Matroska,,,2993.41,2.92,5365024,01:29:25,4680.42,4.68,,mkvmerge v82.0 ('I'm The President') 64-bit,HEVC,4150.45,4.15,1920x1080,1.778,25.0,YUV,4:2:0,10.0,,,,Limited,BT.709,BT.709,BT.709,,,2,AC-3,192000.0,2.0,en,No,No,en,,,,Series,AC-3,320000.0,2.0,pl,Yes,No,,,,,,,2958,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'No', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 320000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",['en'],,,,,,
Police Squad! - S01E01 - A Substantial Gift,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E01 - A Substantial Gift.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1112.87,1.09,1506839,00:25:06,6195.36,6.195,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,264600.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2959,"[{'Codec': 'AAC', 'Bitrate (kbps)': 264600.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Police Squad! - S01E02 - Ring of Fear,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E02 - Ring of Fear.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1114.69,1.09,1509550,00:25:09,6194.34,6.194,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,270947.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2960,"[{'Codec': 'AAC', 'Bitrate (kbps)': 270947.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Police Squad! - S01E03 - The Butler Did It,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E03 - The Butler Did It.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1114.42,1.09,1507423,00:25:07,6201.62,6.202,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,271878.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2961,"[{'Codec': 'AAC', 'Bitrate (kbps)': 271878.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Police Squad! - S01E04 - Revenge and Remorse,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E04 - Revenge and Remorse.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1112.41,1.09,1507423,00:25:07,6190.4,6.19,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,264600.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2962,"[{'Codec': 'AAC', 'Bitrate (kbps)': 264600.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Police Squad! - S01E05 - Rendezvous at Big Gulch,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E05 - Rendezvous at Big Gulch.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1113.57,1.09,1508424,00:25:08,6192.74,6.193,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,270232.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2963,"[{'Codec': 'AAC', 'Bitrate (kbps)': 270232.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Police Squad! - S01E06 - Testimony of Evil,\\192.168.50.135\Nowy1\MEDIA\Series\Police Squad (1982)\Police Squad! - S01E06 - Testimony of Evil.mp4,Police Squad (1982),.mp4,MPEG-4,Base Media,isom,1110.36,1.08,1508799,00:25:08,6173.36,6.173,,Lavf58.44.100,AVC,6000.0,6.0,1440x1080,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 160 r3000 33f9e14,,,,,,,,1,AAC,264600.0,2.0,,Yes,,,,,,Series,,,,,,,,,,,,,2964,"[{'Codec': 'AAC', 'Bitrate (kbps)': 264600.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Pride and Prejudice - S01E01 - Episode 1,\\192.168.50.135\Nowy1\MEDIA\Series\Pride and Prejudice (1995)\Pride and Prejudice - S01E01 - Episode 1.mkv,Pride and Prejudice (1995),.mkv,Matroska,,,1354.54,1.32,3195049,00:53:15,3556.36,3.556,,Lavf58.45.100,AVC,,,1280x720,1.778,,YUV,4:2:0,8.0,Progressive,Lavc58.91.100 h264_nvenc,,,,,,,,1,AAC,,2.0,,Yes,No,,Dramat,8.224,Duma i Uprzedzenie,Series,,,,,,,,,,,,,2965,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
